Dataset,index,convo,inf_summ,label,Support
fever,18,"Brad Wilk . He is best known as the drummer of the rock bands Rage Against the Machine ( 1991 -- 2000 ; 2007 -- 11 ) and Audioslave ( 2001 -- 07 ) . Wilk started his career as a drummer for Greta in 1990 , and helped co-found Rage with Tom Morello and Zack de la Rocha in August 1991 . As of 2016 , he is playing in the band Prophets of Rage , with Commerford , Morello , Chuck D , B-Real and DJ Lord . Rage is a German heavy metal band , formed in 1984 by Peter `` Peavy '' Wagner .",Brad Wilk helped co-found Rage in 1962.,0,"Wilk started his career as a drummer for Greta in 1990 , and helped co-found Rage with Tom Morello and Zack de la Rocha in August 1991 ."
fever,20,"Edgar Howard Wright ( born 18 April 1974 ) is an English director , screenwriter , producer , and actor . He is best known for his comedic Three Flavours Cornetto film trilogy consisting of Shaun of the Dead ( 2004 ) , Hot Fuzz ( 2007 ) , and The World 's End ( 2013 ) , made with recurrent collaborators Simon Pegg , Nira Park and Nick Frost . He also collaborated with them as the director of the television series Spaced . He also co-wrote , produced and directed the 2010 film Scott Pilgrim vs. the World . Along with his friends Joe Cornish and Steven Moffat , he co-wrote Steven Spielberg 's The Adventures of Tintin : The Secret of the Unicorn .",Edgar Wright is a person.,1,"Edgar Howard Wright ( born 18 April 1974 ) is an English director , screenwriter , producer , and actor ."
fever,23,"Boardwalk is a 1979 American drama film written by Stephen Verona and Leigh Chapman and directed by Verona . Janet Leigh ( born Jeanette Helen Morrison ; July 6 , 1927 -- October 3 , 2004 ) was an American actress , singer , dancer and author . She also wrote four books between 1984 and 2002 , including two novels .",Janet Leigh was incapable of writing.,0,"Janet Leigh ( born Jeanette Helen Morrison ; July 6 , 1927 -- October 3 , 2004 ) was an American actress , singer , dancer and author ."
fever,28,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea . It is differentiated from personal selling in that the message is nonpersonal , i.e. , not directed to a particular individual . Advertising is communicated through various mass media , including old media such as newspapers , magazines , Television , Radio , outdoor advertising or direct mail ; or new media such as search results , blogs , websites or text messages .",Advertising is a personal message.,0,"Advertising is an audio or visual form of marketing communication that employs an openly sponsored , nonpersonal message to promote or sell a product , service or idea ."
fever,31,"Aristotle ( [ ˈærɪˌstɒtəl ] Ἀριστοτέλης , [ aristotélɛːs ] , Aristotélēs ; 384 -- 322 BC ) was an ancient Greek philosopher and scientist born in the city of Stagira , Chalkidice , on the northern periphery of Classical Greece . At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven ( c. 347 BC ) . Shortly after Plato died , Aristotle left Athens and , at the request of Philip II of Macedon , tutored Alexander the Great beginning in 343 BC .",Aristotle spent time in Athens.,1,"At seventeen or eighteen years of age , he joined Plato 's Academy in Athens and remained there until the age of thirty-seven ( c. 347 BC ) ."
fever,33,"Magic Johnson . He played point guard for the Lakers for 13 seasons . After winning championships in high school and college , Johnson was selected first overall in the 1979 NBA draft by the Lakers . He won a championship and an NBA Finals Most Valuable Player Award in his rookie season , and won four more championships with the Lakers during the 1980s . After protests from his fellow players , he retired again for four years , but returned in 1996 , at age 36 , to play 32 games for the Lakers before retiring for the third and final time . Named by Ebony magazine as one of America 's most influential black businessmen in 2009 , Johnson has numerous business interests , and was a part-owner of the Lakers for several years .",Magic Johnson did not play for the Lakers.,0,Magic Johnson . He played point guard for the Lakers for 13 seasons .
fever,35,"James VI and I ( 19 June 1566 -- 27 March 1625 ) was King of Scotland as James VI from 24 July 1567 and King of England and Ireland as James I from the union of the Scottish and English crowns on 24 March 1603 until his death . The kingdoms of Scotland and England were individual sovereign states , with their own parliaments , judiciary , and laws , though both were ruled by James in personal union . He was a major advocate of a single parliament for England and Scotland . He achieved most of his aims in Scotland but faced great difficulties in England , including the Gunpowder Plot in 1605 and repeated conflicts with the English Parliament . James VI and I ( James Stuart ) ( 19 June 1566 -- 27 March 1625 ) , King of Scots , King of England , and King of Ireland , faced many difficulties with Parliament during his reign in England .",James VI and I was a major advocate of a single parliament for Scotland and England.,1,He was a major advocate of a single parliament for England and Scotland .
fever,36,"Big Brother 2017 , also known as Big Brother 18 , is the upcoming eighteenth series of the British reality television series Big Brother , hosted by Emma Willis and narrated by Marcus Bentley . Marcus Morgan Bentley ( born 4 October 1967 ) is a British actor , broadcaster and voice-over artist . Bentley is most famous for narrating the United Kingdom 's version of the Dutch reality television programme Big Brother since its inception in 2000 . He also did other continuity announcements for Channel 4 until he left in July 2011 to continue narrating the revived Big Brother on Channel 5 . Bentley 's voice-over work and Geordie accent has led to him becoming one of Britain 's most recognised voices .",Marcus Bentley is a broadcaster.,1,"Marcus Morgan Bentley ( born 4 October 1967 ) is a British actor , broadcaster and voice-over artist ."
fever,37,"The Free State of Saxony ( der Freistaat Sachsen [ ˈfʁaɪ̯ʃtaːt ˈzaksn̩ ] Swobodny stat Sakska ) is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland ( Lower Silesian and Lubusz Voivodeships ) and the Czech Republic ( Karlovy Vary , Liberec and Ústí nad Labem Regions ) . Saxony is the tenth largest of Germany 's sixteen states , with an area of 18,413 km2 , and the sixth most populous , with 4 million people . Located in the middle of a large , formerly all German-speaking part of Europe , the history of the state of Saxony spans more than a millennium . Saxony ( Sachsen ) is a region for quality wine in Germany located in the German federal state of Saxony . Together with the Saale-Unstrut wine region , Saxony is one of the northernmost wine regions in Europe and are the only two of Germany 's 13 wine regions that are located in the former East Germany .",Saxony is in Ireland.,0,"The Free State of Saxony ( der Freistaat Sachsen [ ˈfʁaɪ̯ʃtaːt ˈzaksn̩ ] Swobodny stat Sakska ) is a landlocked federal state of Germany , bordering the federal states of Brandenburg , Saxony Anhalt , Thuringia , and Bavaria , as well as the countries of Poland ( Lower Silesian and Lubusz Voivodeships ) and the Czech Republic ( Karlovy Vary , Liberec and Ústí nad Labem Regions ) ."
fever,63,"Starrcade was an annual professional wrestling event , originally broadcast via closed-circuit television and eventually broadcast via pay-per-view television , held from 1983 to 2000 by the National Wrestling Alliance ( NWA ) and later World Championship Wrestling ( WCW ) . From the 1960s to the 1980s , it was tradition for JCP to hold major professional wrestling events on Thanksgiving and Christmas , mostly at Greensboro Coliseum . Starrcade ( 1985 ) was the third annual Starrcade professional wrestling event produced by Jim Crockett Promotions ( JCP ) under the National Wrestling Alliance ( NWA ) banner . Starrcade ( 1987 ) was the fifth annual Starrcade professional wrestling event produced by Jim Crockett Promotions ( JCP ) under the National Wrestling Alliance ( NWA ) banner . Starrcade ( 1997 ) was the fifteenth annual Starrcade professional wrestling pay-per-view ( PPV ) event .",Starrcade was an annual professional wrestling event that began in 1988.,0,"Starrcade was an annual professional wrestling event , originally broadcast via closed-circuit television and eventually broadcast via pay-per-view television , held from 1983 to 2000 by the National Wrestling Alliance ( NWA ) and later World Championship Wrestling ( WCW ) ."
qags_cnndm,0,"Vitamin and mineral supplements are becoming more and more popular as health conscious shoppers focus on good nutrition, but do we really need pills to optimise our diet? Not according to nutritionist and author sarah flower, who says that cooking with the right ingredients should give you all the goodness you need. ` the cleaner your diet - using fresh ingredients and cooking at home - the less likely you are to need to rely on supplements to boost your health.' She told mailonline. Scroll down for video. It's time to ditch vitamin pills for a diet rich in clean, fresh and unprocessed foods, says sarah flower. ` the typical western diet is heavily processed and sugar ridden,' explains sarah, `this makes us more susceptible to vitamin and mineral deficiencies.' And while it may seem like common sense to eat more unprocessed and raw foods, ms flower believes we are still not doing enough. ` we are living in a society where it is possible to be overweight and deficient in essential nutrients.' She continued.' A diet rich in oily fish, whole grains, lean protein, fruit and vegetables should provide enough nutrients,' she said. Other factors to consider include your ability to absorb the food - digestive complaints can often impede our ability to absorb nutrients. ` pregnancy, ill health and the elderly may need more support,' she said. And menstruating women may benefit from adding oils ( evening primrose oil ) and a multivitamin rich in magnesium to help alleviate pms symptoms ( ms flowers recommends magnesium citrate ). Always opt for steaming over boiling vegetables and eat as many raw pieces as you can every day. ` fruit and vegetables not only contain vitamins but also vital phytonutrients, which have an amazing ability to protect us against degenerative diseases such as cancer, alzheimer's and heart disease,'","` the typical western diet is heavily processed and sugar ridden,' says author sarah flower. A diet rich in oily fish, whole grains, lean protein, fruit and vegetables should provide enough nutrients. Ms flower believes we are still not doing enough.",1,"A diet rich in oily fish, whole grains, lean protein, fruit and vegetables should provide enough nutrients,' she said. | And while it may seem like common sense to eat more unprocessed and raw foods, ms flower believes we are still not doing enough. ` we are living in a society where it is possible to be overweight and deficient in essential nutrients.' She continued.' | ` the typical western diet is heavily processed and sugar ridden,' explains sarah, `this makes us more susceptible to vitamin and mineral deficiencies.'"
qags_cnndm,3,"You'd have thought the celebrations would've stopped but the new england patriots are still reveling in february's super bowl xlix win as they visited the white house to receive congratulations from president barack obama. But there was one notable absence from the patriots squad who visited on thursday, with quarterback tom brady nowhere to be seen. However, a spokesman for the patriots said `prior family commitments' were the reason why brady didn't attend the visit. Scroll down for video. President barack obama ( centre ) welcomed the new england patriots to the white house on thursday. Patriots beat seattle seahawks 28 - 24 to win super bowl xlix in february and were congratulated by obama. But there was one notable absence with quarterback tom brady nowhere to be seen at the white house. The patriots beat seattle seahawks 28 - 24 to win the nfl super bowl in glendale, arizona with brady named as mvp for the third time in his fourth super bowl victory. Although brady wasn't able to visit the white house with his team - mates, he'll be fondly remembered for his performance in the patriots' super bowl win. He joins the likes of joe montana and terry bradshaw on four rings, and is now the all - time leader with 12 super bowl touchdown passes and completions on 37. It was also his record sixth appearance in the nfl's seasonal showpiece. A spokesman for the patriots said `prior family commitments' was the reason why brady didn't attend the visit. The 30 year - old ( middle ) has met obama ( right ) before back in 2005 when the president was a us senator. Obama receives a patriots team jersey beside head coach bill belichick ( left ) and owner robert kraft ( right ). The president holds a football presented to him during the white house visit which honored the patriots","The new england patriots beat seattle seahawks 28-24 to win super bowl xlix in glendale, arizona with brady named as mvp for the third time in his fourth super bowl victory. The patriots said `prior family commitments' were the reason why brady didn't attend the white house on thursday. The president was a senator with 12 super bowl touchdown passes and completions on 37.",0,"The patriots beat seattle seahawks 28 - 24 to win the nfl super bowl in glendale, arizona with brady named as mvp for the third time in his fourth super bowl victory."
qags_cnndm,5,"Cooking a gourmet lunch for family and friends at easter has never been so easy - or cheap. One of australia's most loved cooks, lyndey milan, has teamed up with aldi to create easter lunch recipes that will easily feed six people for less than $ 6 each. The home cook icon put her skills to the test by trawling the supermarket aisles to find healthy, fresh produce to turn into an easter feast. Scroll down for video. One of australia's most loved cooks, lyndey milan, has teamed up with aldi to create easter lunch recipes that will easily feed six people for less than $ 6 each.' I am such of a massive fan of the hospitality of a table. I think sitting down around a table is the loveliest thing,' milan told daily mail australia. ` the worst homemade disaster is better than the shop bought stuff. You'll be wealthier, healthier and friendlier for cooking for the people you love.' The results of her aldi experiment include greek lamb with salad and zucchini pilaf and herb crusted salmon with pea puree, smashed potatoes and carrots. For dessert, lyndey says her hot cross bun and easter egg bread & butter pudding with almond praline, which came in at $ 2 per person, is guaranteed to be a crowd - pleaser. ` the hot cross bun pudding is so much fun. What i like about it is you can use leftovers - - you'll always have stale hot cross buns and easter eggs,' lyndey told daily mail australia. ` the salmon is smart enough for a dinner party. I would serve that for people coming for dinner. ` what i love about it is the ease of preparation. All you do it make the crusting, spread the salmon with dijon mustard - - it's not that hard, it's perfect.' The home cook icon put her","One of australia's most loved cooks, lyndey milan, has teamed up with aldi to create easter lunch recipes that will easily feed six people for less than $ 6 each. Lyndey says her hot cross bun and easter egg bread & butter pudding with almond praline came in at $ 2 per person. The home cook icon put her skills to the test.",1,"One of australia's most loved cooks, lyndey milan, has teamed up with aldi to create easter lunch recipes that will easily feed six people for less than $ 6 each. | For dessert, lyndey says her hot cross bun and easter egg bread & butter pudding with almond praline, which came in at $ 2 per person, is guaranteed to be a crowd - pleaser. | The home cook icon put her skills to the test by trawling the supermarket aisles to find healthy, fresh produce to turn into an easter feast."
qags_cnndm,8,"Crystal palace manager alan pardew insists he is better than many of the premier league's big - name managers but has no immediate plans to leave selhurst park for a table - topping side. Palace have won six out of 10 league games since pardew succeeded neil warnock at the start of the year to all but guarantee their place in the premier league next season. The eagles were in the bottom three when pardew took over and their climb up the table has succeeded in easing relegation fears and subsequently boosting the profile of a manager who has yet to take charge of a club constantly vying for honours. Crystal palace boss alan pardew believes he has the ability to manage one of england's top sides. Pardew, pictured with arsene wenger, feels he could do a better job than some of his rival managers. Pardew harbours no thoughts of leaving palace in the near future, but maintains he would acquit himself better than some of the managers currently employed by the premier league's trophy - chasing sides.' I look at the top teams and feel i could do that job better than i'm seeing it being done,' pardew told bbc radio 5 live's sportsweek programme. ` but i'm quite happy where i am and if i work in this part of the league for the rest of my career i will be extremely happy. ` i'm really happy here - i don't really want another job,' he added. ` in a way the ( palace ) board have been lucky because even if i have great success here i won't be looking to jump away.' The crystal palace manager, pictured with yannick bolasie, has said he is not looking to jump ship. Manchester city will provide a stern test of pardew's managerial ability when they visit selhurst park on monday and pardew hopes his side",Alan pardew has no immediate plans to leave selhurst park for a table-topping side. Crystal palace have won six out of 10 league games. Alan pardew believes he is better than many of the premier league managers.,1,Crystal palace manager alan pardew insists he is better than many of the premier league's big - name managers but has no immediate plans to leave selhurst park for a table - topping side. | Palace have won six out of 10 league games since pardew succeeded neil warnock at the start of the year to all but guarantee their place in the premier league next season.
qags_cnndm,9,"Warren sapp was charged with soliciting prostitution and two counts of assault in february. Warren sapp made many highlight - reel plays during the course of his hall of fame career, but the former nfl star might be better remembered for his off - field exploits thanks to a new video. Sapp was arrested the night after the super bowl in phoenix, arizona, on a prostitution charge after an alleged incident involving two women. In a police video released on monday, sapp, 42, cries, cackles and confesses about what exactly went down back on february 2 in the renaissance hotel. In the video obtained by tmz, sapp admits he paid for oral sex and that `everyone got naked' after he `put $ 600 on the table' in his hotel room. The two women who were arrested along with sapp were britney osbourne, 23, and 34 - year - old quying boyd. Sapp continued : `we're in the bed and i start taking pictures of the two ladies naked and doing what they're doing. ` so i'm taking pictures because i'm silly like that sometimes.' Scroll down for video ( warning : graphic and sexually - explicit content ). In a police video released on monday, sapp, cries, cackles and confesses during his prostitution arrest. Britney osbourne, 23 ( left ), and quying boyd, 34 ( right ), were both arrested in phoenix along with sapp. The incident allegedly took place very early on february 2 at the renaissance hotel in phoenix, arizona. He told police one of them began performing oral sex on him - they stayed safe and used a condom - but the other annoyed him by chatting. When it became too much, sapp told her : `why don't you use your mouth on me, instead of using it. ` just go. Just move.","Warren sapp admits he paid for oral sex and that `everyone got naked' after he `put $ 600 on the table' in his hotel room. The two women who were arrested in phoenix along with sapp were britney osbourne, 23, and quying boyd. Sapp, 42, was charged with soliciting prostitution and two counts of assault in february.",1,"In the video obtained by tmz, sapp admits he paid for oral sex and that `everyone got naked' after he `put $ 600 on the table' in his hotel room. | The two women who were arrested along with sapp were britney osbourne, 23, and 34 - year - old quying boyd. | Warren sapp was charged with soliciting prostitution and two counts of assault in february | sapp, 42, cries, cackles and confesses about what exactly went down back on february 2 in the renaissance hotel. | Sapp was arrested the night after the super bowl in phoenix, arizona, on a prostitution charge after an alleged incident involving two women."
qags_cnndm,10,"Professor ninian peckitt is accused of repeatedly punching a patient in the face to correct a fracture. A pioneering facial surgeon `repeatedly' punched a patient in the head in an `extraordinary' attempt to correct a fracture caused by an industrial accident, a medical tribunal has heard. Professor ninian peckitt, 63, claimed he had simply `digitally manipulated' the patient's face as part of hospital treatment, but witnesses said that in reality he had actually been hitting him, the tribunal was told. The world - renowned surgeon, who has lectured on the use of titanium implants to treat disfigured patients and has been published in academic texts, faces being struck off the medical register after being accused of failing three of his patients. A medical practitioners tribunal service hearing in manchester was told a man referred to as patient a had suffered `extensive injuries' to the right side of his face in an industrial accident. He was admitted to ipswich hospital in february 2012 where professor peckitt was working as an honorary locum consultant in oral and maxillo - facial surgery since the previous month. Christopher hamlet, representing the general medical council, told the hearing : `the case is not centred around the outcome, but the method of the surgery by way of the extraordinary allegation that he repeatedly punched the patient in the face.' He added that patient a had fallen out of bed which had further displaced his facial fractures. The hearing was told professor peckitt embarked on a `closed reduction' procedure, in which a patient is given anaesthetic before the fractured bone is manually put back together without surgery, and a cast or splint applied. Mr peckitt was working as an honorary locum at ipswich hospital in suffolk at the time of the alleged incident in february 2012. A medical tribunal will decide whether he should be struck off the register. Professor peckitt, formerly of doncaster, later described the procedure as one in which the patient's face had been `digitally manipulated as best they could be",Professor ninian peckitt is accused of punching a patient in the head. Witnesses said he had `digitally manipulated' the patient's face as part of hospital treatment. He faces being struck off the medical register after being accused of failing three of his patients.,0,"Professor ninian peckitt, 63, claimed he had simply `digitally manipulated' the patient's face as part of hospital treatment, but witnesses said that in reality he had actually been hitting him, the tribunal was told."
qags_cnndm,13,"At first glance the rectangular island of por - bajin looks like a foreboding fortress or prison, with its regular structure and ruined sections. But it is unknown for certain what the rectangular island and its labyrinthine ruins, located in a lake in deepest siberia, was actually used for when it was built 1, 300 years ago. Historians and scientists are divided, but some experts believe the isolated area may have been built to attract people instead imprisoning them, and suggest it was a summer palace, monastery, or an astronomical observatory. The mysterious island, por - bajin, was found in the centre of a remote lake high in the mountains of southern siberia. A reconstruction sought to show what the island could have looked like before it was ruined. The fortress is located about 3, 800 km from moscow near the mongolian border. The plot thickens as the way it was built, along with the construction materials use, hint at chinese architectural tradition. The name por - bajin translates as `clay house' in the tuvan language, and the island sits between the sayan and altai ranges, about 3, 800 km from moscow near the mongolian border. The location was first discovered in 1891, and the purpose of island has still not been explained over a century later. More in - depth research took place in 2007 with archaeologists discovering clay tablets of human feet, faded coloured drawings on the plaster of the walls, giant gates and fragments of burnt wood. Experts say the island was built during the period of the uighur khaganate ( 744 - 840 ad ) but it is not clear what their motive would be for constructing a fortress for in such a solitary place - - as it is far from big settlements and trade routes. Archaeologists conducted limited and inconclusive excavations at the site in the 1950s and 1960s. The ruined structures have led experts to believe the island was used as a fortress or prison. The island has baffled experts for over a","Historians and scientists believe the isolated area may have been built to attract people instead imprisoning them. The fortress is located about 3,800 km from moscow near the mongolian border. Experts say the island was built during the period of the uighur khaganate.",0,"Historians and scientists are divided, but some experts believe the isolated area may have been built to attract people instead imprisoning them, and suggest it was a summer palace, monastery, or an astronomical observatory. | The fortress is located about 3, 800 km from moscow near the mongolian border. | Experts say the island was built during the period of the uighur khaganate ( 744 - 840 ad ) but it is not clear what their motive would be for constructing a fortress for in such a solitary place - - as it is far from big settlements and trade routes."
qags_cnndm,17,"A woman armed with guns and hand grenades was shot dead as she tried to attack istanbul's police headquarters on wednesday just a day after a deadly hostage situation in the city. A picture of the red - haired woman lying on the ground with a rifle strapped to her body and a handgun by her side has emerged and television footage showed police sealing off the street in the central aksaray neighbourhood. The attack comes a day after turkish prosecutor mehmet selim kiraz, 46, died in hospital after members of the revolutionary people's liberation party - front ( dhkp - c ) stormed a courthouse and took him hostage. It is not known who fired the fatal shots. Scroll down for video. Shot dead : a picture of the red - haired woman lying on the ground with a rifle strapped to her body and a handgun by her side has emerged. Police hq : television footage showed police sealing off the street in the central aksaray neighbourhood. Armed : the woman was carrying a rifle, two hand grenades and one pistol, it said. Local media said a man had also been detained. ` the istanbul police headquarters on vatan street was targeted by rifle fire and a female terrorist was killed in the clash,' the istanbul governor's office said in a statement today. The woman was carrying a rifle, two hand grenades and one pistol, it said. Local media said a man had also been detained. Separately, police detained a gunman on wednesday who entered an istanbul branch of the ruling ak party and hung from its window a turkish flag with the emblem of a sword added. It was not immediately clear whether any of the attacks were linked, but prime minister ahmet davutoglu warned of the risk of `provocations' and attempts to cause chaos ahead of june's national election. Today, the grieving family of mr kiraz who died after being shot in the head and chest during yesterday's courthouse siege wept over","A woman armed with guns and hand grenades was shot dead as she tried to attack istanbul's police headquarters on wednesday. The attack comes a day after turkish prosecutor mehmet selim kiraz, 46, died in hospital after members of the revolutionary people's liberation party-front stormed a courthouse and took him hostage. It is not known who fired the fatal shots.",1,"A woman armed with guns and hand grenades was shot dead as she tried to attack istanbul's police headquarters on wednesday just a day after a deadly hostage situation in the city. | The attack comes a day after turkish prosecutor mehmet selim kiraz, 46, died in hospital after members of the revolutionary people's liberation party - front ( dhkp - c ) stormed a courthouse and took him hostage. | It is not known who fired the fatal shots."
qags_cnndm,19,"John truong thought he was helping his sister have a nice night out with her boyfriend. Instead, he ended up an unknowing accomplice to a bizarre abduction. Police arrested truong's sister alyssa chang this week after she allegedly helped kidnap 2 - year - old ronnie tran and his mother, with the child's grandmother, 65 - year - old vien nguyen. Authorities say chang and nguyen incapacitated the child's mother at her home in des moines, washington, bound her with plastic ties and then took the two to another home in fife. Chang and the grandmother then took off the the toddler, leaving the mother locked in a cupboard. An amber alert was issued for the boy tuesday night, after the mother managed to escape and find help. Scroll down for video. Babysitting : john truong agreed to babysit 2 - year - old ronnie tran ( pictured ) on tuesday. He says his sister dropped off the boy, saying the toddler was her boyfriend's son and they wanted to go on a date night. That same night, truong says his sister asked him to babysit the toddler he had never met before, saying it was her boyfriend's son and they wanted to go out on a date night. She promised to pick up the boy in the morning, but she never returned and eventually stopped answering her brother's messages. It wasn't until the next day that truong realized he was harboring an abducted child when he read an amber alert on online. ` i'm eating my breakfast, i'm checking my facebook, all of a sudden i see this amber alert for this child,' truong recounted to komo. ` and it looks like this child in my bed, and i'm like, `` oh my god! What's going on?' '' truong then called police to report","John truong thought he was helping his sister have a nice night out with her boyfriend. He ended up an unknowing accomplice to a bizarre abduction. Authorities say chang and nguyen incapacitated the child's mother at her home in des moines, washington, bound her with plastic ties and then took off the toddler, leaving the mother locked in a cupboard.",1,"John truong thought he was helping his sister have a nice night out with her boyfriend. | Instead, he ended up an unknowing accomplice to a bizarre abduction. | Authorities say chang and nguyen incapacitated the child's mother at her home in des moines, washington, bound her with plastic ties and then took the two to another home in fife. | Chang and the grandmother then took off the the toddler, leaving the mother locked in a cupboard."
qags_cnndm,26,"Up to 100 islamic teachers could be banned from working in schools for life following an investigation into their alleged links to the trojan horse scandal. It is understood a teaching watchdog is working on possible disciplinary cases against current and former staff members at some schools in birmingham where extremist islamic views were being forced on pupils and staff. This includes allegations an al - qaeda style video featuring masked gunmen was copied in a classroom and teachers punished pupils by making them kneel on tiles. More than 50 teachers - called the park view brotherhood - also alleged exchanged as many as 3, 000 messages in a whatsapp group which included offensive comments about british soldiers and claimed the murder of soldier lee rigby was a hoax. Scroll down for video. Park view school in birmingham was one of the schools placed in special measures after inspectors found systemic failings in safeguarding pupils against extremism - up to 100 teachers are now being investigated. It is understood the national college for teaching and leadership ( nctl ) - the profession's watchdog responsible for banning teachers from classrooms - is looking at 30 disciplinary cases, with an expectation many more teachers will be targeted for their part in the affair. The probe into the islamic plot last year found evidence of anti - western rhetoric, intolerance towards gays and creating the perception of a worldwide conspiracy against muslims. Golden hillock school, nansen primary school, park view school - all run by the park view educational trust - oldknow academy and saltley school in birmingham were placed in special measures after inspectors found systemic failings in safeguarding pupils against extremism. Another school investigated, alston primary, was already in special measures. Allegations under investigation include claims that an al - qaeda style video was copied at park view academy and teachers punished children by making them kneel on the floor, the sunday times reports. A group of teachers - called the park view brotherhood - also alleged exchanged messages in a whatsapp group where they","Teaching watchdog is working on disciplinary cases against current and former staff members at some schools in birmingham where extremist islamic views were forced on pupils and staff. More than 50 teachers called the park view brotherhood, also alleged exchanged as many as 3,000 messages in a whatsapp group. This includes offensive comments about british soldiers and claimed the murder of soldier lee rigby was a hoax.",0,"It is understood a teaching watchdog is working on possible disciplinary cases against current and former staff members at some schools in birmingham where extremist islamic views were being forced on pupils and staff. | More than 50 teachers - called the park view brotherhood - also alleged exchanged as many as 3, 000 messages in a whatsapp group which included offensive comments about british soldiers and claimed the murder of soldier lee rigby was a hoax"
qags_cnndm,27,"Chelsea have suffered a blow in their pursuit of palermo's paulo dybala after the striker declared he `would love to stay in serie a'. The 21 year old has scored 13 league this season and has also attracted interest from the likes of manchester united, arsenal, paris saint - germain and atletico madrid. But reports in italy suggest that juventus have offered $ 23million for dybala, who admitted he would love to play alongside andrea pirlo and does not `speak a word of english or french'. Palermo's paulo dybala has attracted interest from a number of leading clubs in europe. Dybala ( centre ) has scored 13 league goals for palermo this season and could be on the move.' I love italy. This is the country that made me famous and i would love to stay in serie a,' he said. ` there are some big teams out there who don't play in champions league and i can't deny that i'd love to play in europe's most prestigious competition. ` it's a lot easier for a striker when you have a playmaker like pirlo behind you,' he added. ` he makes even the most difficult things look easy.'","The 21 year old has scored 13 league this season. Juventus have offered $ 23million for dybala, who admitted he would love to play alongside andrea pirlo. Palermo's paulo dybala has attracted interest from leading clubs in europe.",1,"The 21 year old has scored 13 league this season and has also attracted interest from the likes of manchester united, arsenal, paris saint - germain and atletico madrid. | But reports in italy suggest that juventus have offered $ 23million for dybala, who admitted he would love to play alongside andrea pirlo and does not `speak a word of english or french'. | Palermo's paulo dybala has attracted interest from a number of leading clubs in europe."
qags_cnndm,28,"It's been just a few days since andy murray tied the knot to his long term girlfriend kim sears. But already his mother judy is hopefully that he will soon take the next step and start a family. The 55 - year - old tennis coach told closer magazine this week : `i'm really looking forward to being a granny. I've always wanted to have grandchildren, but i had to be patient and let them get married first.' Scroll down for video. Andy murray's mother judy has revealed that she can't wait for her son to have children with his new wife kim sears. Judy went on to reveal that she wasn't sure when her 27 - year - old son would have children but she knows that he wants them. She said that she will take an active part in their lives and that she can't wait to teach them about tennis. Judy also said that following her stint on strictly come dancing last year she taught her tennis champion son some basic dance moves.' I showed andy part of the basic steps for the waltz, as he was going to be best man at his friend's wedding. So before his own wedding he already knew some steps and was confident about taking to the dance floor.' Andy and kim married this weekend at a service in dunblane cathedral, with the bride wearing a jenny packham dress. The ceremony was followed by a reception at cromlix house, murray's luxury hotel near dunblane. In a later interview on the bbc's one show judy spoke about the wedding itself. She said that it was a prouder moment than when andy won wimbledon in 2013 : `yeah, i think so. I mean it was just such a happy family occasion. ` it was the perfect day from start to finish even despite the hailstones and the snowstorms that we had during the course of the morning. It was lovely, just lovely.' Judy continued : `it really",Andy murray's mother judy has revealed that she can't wait for her son to have children with his new wife kim sears. She said that she will take an active part in their lives and can't teach them about tennis. Andy and kim married this weekend at a service in dunblane cathedral.,0,"Andy murray's mother judy has revealed that she can't wait for her son to have children with his new wife kim sears. | She said that she will take an active part in their lives and that she can't wait to teach them about tennis. | Andy and kim married this weekend at a service in dunblane cathedral, with the bride wearing a jenny packham dress."
